['female', 'group C', 'some college', 'standard', 'completed', 69, 90, 88]
['male', 'group C', 'high school', 'standard', 'none', 88, 89, 86]
['female', 'group D', "associate's degree", 'free/reduced', 'completed', 75, 90, 88]
['male', 'group C', 'high school', 'standard', 'completed', 82, 84, 82]
['female', 'group C', 'some high school', 'free/reduced', 'completed', 71, 84, 87]
['female', 'group E', "associate's degree", 'standard', 'completed', 82, 85, 86]
['female', 'group C', 'some college', 'free/reduced', 'none', 76, 83, 88]
['female', 'group D', 'some high school', 'standard', 'none', 73, 86, 82]
['female', 'group B', 'some college', 'standard', 'none', 79, 86, 92]
['male', 'group C', "associate's degree", 'free/reduced', 'completed', 78, 81, 82]
['female', 'group D', "associate's degree", 'standard', 'none', 85, 91, 89]
['female', 'group D', "associate's degree", 'free/reduced', 'completed', 77, 89, 98]
['female', 'group B', "bachelor's degree", 'free/reduced', 'none', 75, 85, 82]
['female', 'group C', "bachelor's degree", 'standard', 'completed', 79, 92, 89]
['female', 'group C', 'some college', 'standard', 'completed', 75, 81, 84]
['female', 'group C', 'some college', 'standard', 'completed', 70, 89, 88]
['female', 'group E', 'some college', 'free/reduced', 'completed', 75, 88, 85]
['female', 'group E', "master's degree", 'standard', 'none', 81, 92, 91]
['female', 'group D', 'some college', 'standard', 'none', 79, 86, 81]
['female', 'group C', "master's degree", 'standard', 'completed', 81, 91, 87]
['female', 'group C', "bachelor's degree", 'standard', 'none', 77, 88, 87]
['male', 'group E', 'high school', 'standard', 'completed', 87, 91, 81]
['female', 'group E', "associate's degree", 'free/reduced', 'completed', 83, 86, 88]
['male', 'group C', "bachelor's degree", 'standard', 'completed', 83, 82, 84]
['female', 'group E', "bachelor's degree", 'standard', 'none', 80, 83, 83]
['male', 'group B', "associate's degree", 'standard', 'completed', 81, 82, 82]
['female', 'group D', "master's degree", 'standard', 'completed', 77, 82, 91]
['female', 'group E', 'high school', 'standard', 'none', 75, 86, 79]
['female', 'group C', 'some college', 'standard', 'none', 82, 90, 94]
['female', 'group C', "bachelor's degree", 'standard', 'completed', 77, 94, 95]
['female', 'group D', 'some college', 'standard', 'none', 80, 90, 89]
['female', 'group D', 'some high school', 'standard', 'none', 73, 84, 85]
['female', 'group D', 'some high school', 'standard', 'none', 80, 90, 82]
['female', 'group B', "associate's degree", 'standard', 'none', 80, 86, 83]
['male', 'group D', "associate's degree", 'standard', 'completed', 87, 84, 85]
['female', 'group C', "associate's degree", 'free/reduced', 'completed', 82, 93, 93]
['male', 'group C', "bachelor's degree", 'standard', 'none', 86, 83, 86]
['male', 'group D', 'some high school', 'standard', 'completed', 89, 88, 82]
['female', 'group D', "bachelor's degree", 'standard', 'none', 79, 89, 89]
['female', 'group C', 'some college', 'free/reduced', 'none', 77, 90, 91]
['female', 'group C', 'some college', 'standard', 'none', 84, 87, 91]
['female', 'group A', 'high school', 'free/reduced', 'completed', 77, 88, 85]
['female', 'group C', "associate's degree", 'standard', 'completed', 83, 85, 90]
['male', 'group A', "associate's degree", 'free/reduced', 'completed', 79, 82, 82]
['female', 'group C', 'some college', 'standard', 'none', 83, 83, 90]
